"IDNO"	"KING"	"FAMI"	"ENGT"
2958	"Z"	"Cercopithecidae"	"langur, spectacled"
2963	"B"	"Euphorbiaceae"	"coral-bush"
2968	"Z"	"Elapidae"	"krait, blue"
2969	"B"	"Polemoniaceae"	"phlox, dummon phlox"
2982	"B"	"Cupressaceae"	"juniper, Chinese"
2986	"Z"	"Sturnidae"	"starling, Jerdon's"
2988	"Z"	"Recurvirostridae"	"stilt, white-headed"
2991	"B"	"Asteraceae"	"-"
2997	"Z"	"Corvidae"	"magpie, blue"
2999	"Z"	"Corvidae"	"magpie, yellow-billed blue"
3002	"Z"	"Corvidae"	"treepie, ratchet-tailed"
3003	"Z"	"Dicruridae"	"drongo, spangled"
3004	"Z"	"Fringillidae"	"greenfinch, yellow-breasted"
3014	"Z"	"Sittidae"	"nuthatch, chestnut-vented"
3016	"Z"	"Paridae"	"tit, yellow Chinese"
3018	"Z"	"Penaeidae"	"prawn, Kuruma"
3019	"Z"	"Aegithalidae"	"tit, black-throated"
3024	"Z"	"Muscicapidae"	"flycatcher, verditer"
3029	"Z"	"Sylviidae"	"warbler, fan-tailed"
3034	"B"	"Typhaceae"	"bulrush"
3035	"Z"	"Charadriidae"	"plover, Eastern golden"
3043	"Z"	"Xiphosuridae"	"horse-shoe crab, rotundicauda"
3052	"Z"	"Charadriidae"	"plover, Malaysian sand"
3075	"Z"	"Carcharhinidae"	"shark, black-tip"
3090	"B"	"Amaryllidaceae"	"crinum, red"
3098	"Z"	"Delphinidae"	"whale, killer"
3109	"Z"	"Bucerotidae"	"hornbill, Blyth's"
3123	"Z"	"Megalaimidae"	"barbet, hume's blue-throated"
3129	"Z"	"Alaudidae"	"bushlark, Eastern singing"
3133	"Z"	"Hirundinidae"	"martin, brown throated sund"
3134	"Z"	"Hirundinidae"	"swallow, bank"
3136	"Z"	"Motacillidae"	"pipit, Indian tree"
3164	"Z"	"Bucerotidae"	"hornbill, long-creasted"
3165	"Z"	"Bucerotidae"	"hornbill, tickell's"
3167	"Z"	"Ardeidae"	"egret, plumed"
3170	"Z"	"Accipitridae"	"hawk, grey flog"
3171	"Z"	"Accipitridae"	"buzzard, oriental honey"
3173	"Z"	"Gruidae"	"Ă"
3175	"Z"	"Rostratulidae"	"paintedsnipe, greater"
3177	"Z"	"Caprimulgidae"	"nightjar, savanna"
3181	"Z"	"Estrildidae"	"mannikin, nutmeg"
3189	"Z"	"Eurylaimidae"	"broadbill, lesser green"
3195	"Z"	"Corvidae"	"treepie, Indian"
3196	"Z"	"Corvidae"	"treepie, Himalaya"
3201	"Z"	"Phasianidae"	"quail, blue-breasted"
3232	"Z"	"Muscicapidae"	"plycacher, Indian"
3234	"Z"	"Muscicapidae"	"flycatcher, grant's"
3236	"Z"	"Muscicapidae"	"niltava, vivid"
3237	"Z"	"Muscicapidae"	"niltava, tickell's"
3244	"Z"	"Sturnidae"	"starling, European"
3250	"Z"	"Nectariniidae"	"sunbird, bue-naped"
3251	"Z"	"Xxx"	"sunbird, van hasselt's"
3252	"Z"	"Xxx"	"sunbird, macklot's"
3257	"Z"	"Nectariniidae"	"spiderhunter, greater yellow-eared"
3258	"Z"	"Nectariniidae"	"spiderhunter, lesser yellow-eared"
3263	"Z"	"Dicaeidae"	"flowerpecker, green-backed"
3276	"Z"	"Xxx"	"rosefinch, breasted"
3300	"Z"	"Xxx"	"warbler, buff-barred"
3305	"Z"	"Sylviidae"	"warbler, pallas's"
3313	"Z"	"Timaliidae"	"babler, Tickell's jungle"
3315	"Z"	"Timaliidae"	"babbler, stopped"
3316	"Z"	"Timaliidae"	"babbler, large scimitar-"
3318	"B"	"Papilionaceae"	"weather plant"
3335	"B"	"Asclepiadaceae"	"crown flower"
3338	"B"	"Euphorbiaceae"	"Hypocrate plant"
3343	"B"	"Cucurbitaceae"	"gourd, serpent"
3363	"Z"	"Anatidae"	"shoveler"
3364	"Z"	"Anatidae"	"pochard"
3406	"B"	"Verbenaceae"	"verbena, garden"
3430	"B"	"Amaryllidaceae"	"lily of the Nile"
3465	"Z"	"Corvidae"	"magpie, short-tailed"
3537	"B"	"Commelinaceae"	"boat lily"
3543	"B"	"Acanthaceae"	"king's mantle"
3558	"B"	"Iridaceae"	"blackberry lily"
3573	"Z"	"Hydrophiidae"	"snake, Peron's sea"
3583	"Z"	"Colubridae"	"snake, radiated rat"
3584	"Z"	"Colubridae"	"bronzeback, painted"
3589	"Z"	"Phasianidae"	"partridge, Hungarian"
3614	"Z"	"Scorpaenidae"	"fish, lion"
3615	"Z"	"Centriscidae"	"fish, shrimp"
